studentid,cohorttermindex,pathway,creditsearned,collegecreditsearned,collegecreditsattempted
90282,6,99,,,
90286,1,4,9,9,9
90286,2,4,6,6,6
90286,3,100,,,
90286,4,100,,,
90286,5,100,,,
90286,6,100,,,
90288,1,3,12,12,12
90288,2,3,12,12,12
90288,3,99,,,
90288,4,99,,,
90288,5,99,,,
90288,6,99,,,
90290,1,4,12,12,12
90290,2,4,12,12,12
90290,3,100,,,
90290,4,100,,,
90290,5,100,,,
90290,6,100,,,
90291,1,2,12,12,12
90291,2,99,,,
90291,3,99,,,
90291,4,99,,,
90291,5,99,,,
90291,6,99,,,
90293,1,4,12,12,15
90293,2,4,9,9,12
90293,3,4,12,12,15
90293,4,4,15,12,12
90293,5,4,3,3,6
90293,6,4,9,9,9
90295,1,4,12,12,12
90295,2,4,9,9,9
90295,3,4,6,6,6
90295,4,99,,,
90295,5,99,,,
90295,6,99,,,
90296,1,2,3,0,3
90296,2,2,6,3,3
90296,3,2,9,9,12
90296,4,2,3,3,3
90296,5,2,3,3,6
90296,6,2,9,9,9
90298,1,3,18,18,18
90298,2,3,18,18,18
90298,3,101,,,
90298,4,101,,,
90298,5,101,,,
90298,6,101,,,
90299,1,3,6,6,6
90299,2,3,3,3,3
90299,3,3,12,12,15
90299,4,99,,,
90299,5,99,,,
90299,6,99,,,
90301,1,4,18,15,15
90301,2,4,18,18,18
90301,3,4,18,18,18
90301,4,101,,,
90301,5,101,,,
90301,6,101,,,
90309,1,4,9,9,9
90309,2,4,9,9,9
90309,3,4,15,15,15
90309,4,4,12,12,12
90309,5,4,15,12,12
90309,6,101,,,
90323,1,2,6,6,6
90323,2,2,15,15,15
90323,3,2,9,9,9
90323,4,2,9,9,9
90323,5,2,15,15,18
90323,6,100,,,
90327,1,2,9,6,6
90327,2,2,6,6,6
90327,3,2,3,3,3
90327,4,2,9,9,9
90327,5,2,3,3,3
90327,6,99,,,
90332,1,1,12,12,15
90332,2,1,12,12,12
90332,3,1,15,15,15
90332,4,1,12,12,12
90332,5,1,9,9,9
90332,6,99,,,
90333,1,4,6,6,6
90333,2,4,12,12,12
90333,3,99,,,
90333,4,99,,,
90333,5,99,,,
90333,6,99,,,
90334,1,4,6,6,6
90334,2,4,3,3,3
90334,3,4,9,9,12
90334,4,4,3,3,3
90334,5,4,6,6,6
90334,6,99,,,
90336,1,3,12,12,12
90336,2,3,12,12,12
90336,3,99,,,
90336,4,99,,,
90336,5,99,,,
90336,6,99,,,
90337,1,4,12,12,12
90337,2,4,12,12,12
90337,3,4,15,15,15
90337,4,99,,,
90337,5,99,,,
90337,6,99,,,
90340,1,4,3,3,3
90340,2,4,3,3,6
90340,3,4,9,9,9
90340,4,99,,,
90340,5,99,,,
90340,6,99,,,
90351,1,2,3,3,6
90351,2,2,15,15,15
90351,3,2,12,12,12
90351,4,99,,,
90351,5,99,,,
90351,6,99,,,
90352,1,3,12,12,12
90352,2,3,15,15,15
90352,3,3,6,6,6
90352,4,2,15,15,15
90352,5,2,15,15,15
90352,6,99,,,
90357,1,3,15,12,12
90357,2,3,3,3,3
90357,3,3,15,15,15
90357,4,2,6,6,6
90357,5,2,9,9,9
90357,6,100,,,
90358,1,2,3,3,3
90358,2,2,9,9,12
90358,3,2,15,15,18
90358,4,2,9,6,6
90358,5,100,,,
90358,6,100,,,
90365,1,4,3,3,3
90365,2,99,,,
90365,3,99,,,
90365,4,99,,,
90365,5,99,,,
90365,6,99,,,
90366,1,4,15,15,15
90366,2,100,,,
90366,3,100,,,
90366,4,100,,,
90366,5,100,,,
90366,6,100,,,
90367,1,3,18,18,18
90367,2,3,18,18,18
90367,3,3,18,18,18
90367,4,3,15,15,15
90367,5,101,,,
90367,6,101,,,
90368,1,2,6,6,6
90368,2,99,,,
90368,3,99,,,
90368,4,99,,,
90368,5,99,,,
90368,6,99,,,
90372,1,4,12,12,12
90372,2,4,9,9,9
90372,3,99,,,
90372,4,99,,,
90372,5,99,,,
90372,6,99,,,
90373,1,1,9,9,9
90373,2,1,6,6,6
90373,3,1,9,9,9
90373,4,1,12,12,12
90373,5,99,,,
90373,6,99,,,
90384,1,2,6,6,6
90384,2,2,3,3,6
90384,3,2,3,3,3
90384,4,2,12,12,12
90384,5,99,,,
90384,6,99,,,
90385,1,4,9,9,12
90385,2,4,6,6,6
90385,3,4,12,9,12
90385,4,4,9,9,9
90385,5,4,9,9,9
90385,6,99,,,
90389,1,4,12,12,12
90389,2,4,3,3,3
90389,3,4,15,15,15
90389,4,4,3,3,3
90389,5,100,,,
90389,6,100,,,
90395,1,4,9,9,9
90395,2,4,9,6,6
90395,3,4,15,15,15
90395,4,4,3,0,0
90395,5,99,,,
90395,6,99,,,
90406,1,2,9,9,12
90406,2,2,15,15,15
90406,3,99,,,
90406,4,99,,,
90406,5,99,,,
90406,6,99,,,
90414,1,2,6,6,6
90414,2,2,6,6,6
90414,3,2,3,3,3
90414,4,2,9,9,9
90414,5,2,9,6,6
90414,6,2,6,6,6
90418,1,3,9,6,6
90418,2,3,15,15,15
90418,3,3,6,6,6
90418,4,99,,,
90418,5,99,,,
90418,6,99,,,
90430,1,3,15,15,15
90430,2,3,9,9,9
90430,3,3,12,12,12
90430,4,3,12,12,12
90430,5,3,15,15,15
90430,6,101,,,
90433,1,3,9,9,9
90433,2,3,12,12,12
90433,3,3,15,15,15
90433,4,3,9,6,6
90433,5,3,12,12,12
90433,6,99,,,
90437,1,2,3,0,0
90437,2,2,15,15,15
90437,3,2,6,6,6
90437,4,99,,,
90437,5,99,,,
90437,6,99,,,
90454,1,1,3,3,3
90454,2,1,12,12,15
90454,3,1,15,15,15
90454,4,100,,,
90454,5,100,,,
90454,6,100,,,
90455,1,2,6,6,6
90455,2,2,15,15,15
90455,3,2,12,9,9
90455,4,2,9,9,9
90455,5,99,,,
90455,6,99,,,
90463,1,1,3,3,3
90463,2,1,12,12,12
90463,3,1,12,12,12
90463,4,1,15,15,15
90463,5,99,,,
90463,6,99,,,
90465,1,1,9,9,9
90465,2,1,15,15,15
90465,3,99,,,
90465,4,99,,,
90465,5,99,,,
90465,6,99,,,
90466,1,2,15,15,18
90466,2,2,3,3,3
90466,3,2,15,15,15
90466,4,2,6,6,6
90466,5,2,3,3,3
90466,6,100,,,
90467,1,4,6,6,6
90467,2,4,6,6,6
90467,3,4,9,9,9
90467,4,4,9,9,9
90467,5,4,3,3,3
90467,6,4,6,6,6
90471,1,1,9,6,9
90471,2,1,6,6,6
90471,3,1,15,15,15
90471,4,1,3,3,3
90471,5,1,9,9,9
90471,6,1,9,9,9
90477,1,2,9,9,12
90477,2,2,6,6,6
90477,3,2,15,15,18
90477,4,2,3,3,3
90477,5,2,6,6,6
90477,6,99,,,
90478,1,2,18,18,18
90478,2,2,18,18,18
90478,3,101,,,
90478,4,101,,,
90478,5,101,,,
90478,6,101,,,
90484,1,2,12,12,12
90484,2,2,12,12,12
90484,3,2,6,6,6
90484,4,99,,,
90484,5,99,,,
90484,6,99,,,
90490,1,3,18,18,18
90490,2,3,18,18,18
90490,3,3,12,12,12
90490,4,3,18,15,15
90490,5,101,,,
90490,6,101,,,
90491,1,4,3,3,3
90491,2,4,9,9,9
90491,3,4,3,3,3
90491,4,99,,,
90491,5,99,,,
90491,6,99,,,
90496,1,2,15,15,15
90496,2,2,15,15,18
90496,3,2,15,15,15
90496,4,100,,,
90496,5,100,,,
90496,6,100,,,
90497,1,3,3,3,3
90497,2,3,12,12,12
90497,3,3,3,3,3
90497,4,2,3,3,3
90497,5,2,6,6,6
90497,6,100,,,
90506,1,1,12,12,12
90506,2,1,3,3,3
90506,3,1,9,9,9
90506,4,1,3,3,3
90506,5,1,6,6,6
90506,6,99,,,
90521,1,2,12,12,15
90521,2,2,6,6,6
90521,3,2,15,15,15
90521,4,2,12,12,15
90521,5,2,15,12,12
90521,6,2,6,6,6
90525,1,3,3,3,3
90525,2,3,15,15,15
90525,3,99,,,
90525,4,99,,,
90525,5,99,,,
90525,6,99,,,
90532,1,2,15,15,18
90532,2,2,3,3,6
90532,3,2,15,15,15
90532,4,2,9,9,9
90532,5,99,,,
90532,6,99,,,
90533,1,3,9,9,12
90533,2,3,6,6,6
90533,3,99,,,
90533,4,99,,,
90533,5,99,,,
90533,6,99,,,
90539,1,4,15,15,18
90539,2,4,12,12,12
90539,3,4,3,3,3
90539,4,4,15,15,18
90539,5,4,15,15,15
90539,6,99,,,
90543,1,1,3,3,3
90543,2,1,6,6,6
90543,3,99,,,
90543,4,99,,,
90543,5,99,,,
90543,6,99,,,
90557,1,1,15,15,15
90557,2,1,9,9,9
90557,3,1,15,15,15
90557,4,99,,,
90557,5,99,,,
90557,6,99,,,
90561,1,2,3,3,3
90561,2,2,3,3,3
90561,3,99,,,
90561,4,99,,,
90561,5,99,,,
90561,6,99,,,
90565,1,4,6,6,6
90565,2,4,9,9,9
90565,3,4,15,15,18
90565,4,4,6,6,6
90565,5,4,15,15,15
90565,6,4,15,15,15
90574,1,3,3,3,6
90574,2,3,9,9,9
90574,3,99,,,
90574,4,99,,,
90574,5,99,,,
90574,6,99,,,
90576,1,2,12,12,12
90576,2,2,15,15,15
90576,3,2,3,3,3
90576,4,2,15,15,15
90576,5,2,15,15,15
90576,6,2,12,12,12
90580,1,2,3,3,6
90580,2,2,15,15,15
90580,3,2,3,3,3
90580,4,99,,,
90580,5,99,,,
90580,6,99,,,
90584,1,2,6,6,6
90584,2,99,,,
90584,3,99,,,
90584,4,99,,,
90584,5,99,,,
90584,6,99,,,
90587,1,2,3,3,3
90587,2,2,15,15,15
90587,3,2,6,6,6
90587,4,2,15,15,15
90587,5,2,15,15,15
90587,6,99,,,
90599,1,4,12,12,12
90599,2,4,3,3,3
90599,3,4,3,3,3
90599,4,100,,,
90599,5,100,,,
90599,6,100,,,
90603,1,4,6,6,6
90603,2,4,12,12,12
90603,3,99,,,
90603,4,99,,,
90603,5,99,,,
90603,6,99,,,
90613,1,3,12,12,12
90613,2,3,15,12,12
90613,3,3,12,12,12
90613,4,2,12,9,12
90613,5,2,9,9,9
90613,6,101,,,
90618,1,4,9,6,6
90618,2,4,6,6,9
90618,3,4,12,12,12
90618,4,4,12,12,12
90618,5,99,,,
90618,6,99,,,
90619,1,1,6,3,3
90619,2,1,6,6,6
90619,3,1,15,15,15
90619,4,1,3,3,3
90619,5,1,3,3,3
90619,6,99,,,
90623,1,4,12,12,15
90623,2,4,9,9,9
90623,3,99,,,
90623,4,99,,,
90623,5,99,,,
90623,6,99,,,
90627,1,1,12,12,12
90627,2,1,6,6,6
90627,3,100,,,
90627,4,100,,,
90627,5,100,,,
90627,6,100,,,
90629,1,1,15,15,18
90629,2,1,3,3,3
90629,3,99,,,
90629,4,99,,,
90629,5,99,,,
90629,6,99,,,
90631,1,4,12,12,12
90631,2,4,9,9,9
90631,3,4,9,9,9
90631,4,99,,,
90631,5,99,,,
90631,6,99,,,
90643,1,3,15,12,12
90643,2,3,12,12,15
90643,3,3,9,3,3
90643,4,2,9,9,9
90643,5,2,15,15,18
90643,6,101,,,
90648,1,4,9,9,9
90648,2,4,15,15,15
90648,3,4,15,15,15
90648,4,99,,,
90648,5,99,,,
90648,6,99,,,
90651,1,1,15,15,15
90651,2,1,15,15,15
90651,3,1,6,6,6
90651,4,1,15,15,15
90651,5,99,,,
90651,6,99,,,
90653,1,1,15,15,15
90653,2,1,9,9,9
90653,3,1,15,15,15
90653,4,1,9,9,9
90653,5,99,,,
90653,6,99,,,
90658,1,4,15,15,15
90658,2,4,12,12,12
90658,3,99,,,
90658,4,99,,,
90658,5,99,,,
90658,6,99,,,
90665,1,2,3,3,6
90665,2,2,9,9,9
90665,3,2,3,3,3
90665,4,2,9,9,9
90665,5,2,9,9,9
90665,6,99,,,
90667,1,2,9,9,9
90667,2,2,15,15,15
90667,3,2,6,6,6
90667,4,2,12,12,12
90667,5,99,,,
90667,6,99,,,
90669,1,2,15,15,18
90669,2,2,9,9,9
90669,3,2,9,9,9
90669,4,2,15,15,15
90669,5,100,,,
90669,6,100,,,
90672,1,2,6,3,3
90672,2,2,15,12,12
90672,3,2,3,3,3
90672,4,99,,,
90672,5,99,,,
90672,6,99,,,
90674,1,1,15,15,15
90674,2,1,18,18,18
90674,3,1,15,12,12
90674,4,1,15,15,15
90674,5,101,,,
90674,6,101,,,
90684,1,1,9,9,12
90684,2,1,12,12,12
90684,3,1,3,3,3
90684,4,100,,,
90684,5,100,,,
90684,6,100,,,
90687,1,3,3,3,3
90687,2,99,,,
90687,3,99,,,
90687,4,99,,,
90687,5,99,,,
90687,6,99,,,
90691,1,3,12,12,12
90691,2,3,3,3,3
90691,3,3,15,15,15
90691,4,3,6,6,6
90691,5,3,15,15,15
90691,6,99,,,
90692,1,4,12,12,12
90692,2,4,15,15,15
90692,3,4,6,6,6
90692,4,4,15,15,15
90692,5,4,9,9,9
90692,6,99,,,
90700,1,2,18,18,21
90700,2,2,18,18,18
90700,3,2,18,18,18
90700,4,101,,,
90700,5,101,,,
90700,6,101,,,
90701,1,4,12,12,12
90701,2,4,15,15,15
90701,3,4,12,12,12
90701,4,4,6,6,9
90701,5,4,9,9,12
90701,6,99,,,
90708,1,3,9,9,12
90708,2,3,3,3,3
90708,3,99,,,
90708,4,99,,,
90708,5,99,,,
90708,6,99,,,
90713,1,3,15,15,15
90713,2,3,3,3,6
90713,3,3,3,3,3
90713,4,3,3,3,3
90713,5,3,3,3,3
90713,6,99,,,
90715,1,2,6,6,6
90715,2,2,6,6,6
90715,3,2,12,12,15
90715,4,2,12,12,12
90715,5,2,3,3,3
90715,6,99,,,
90719,1,3,12,6,6
90719,2,3,9,9,9
90719,3,3,15,12,15
90719,4,3,12,9,9
90719,5,3,12,12,12
90719,6,101,,,
90725,1,2,3,3,3
90725,2,2,9,9,9
90725,3,2,3,3,3
90725,4,99,,,
90725,5,99,,,
90725,6,99,,,
90726,1,4,6,6,6
90726,2,4,6,6,6
90726,3,4,3,3,3
90726,4,4,15,15,15
90726,5,4,12,12,12
90726,6,99,,,
90729,1,2,9,9,12
90729,2,2,15,15,15
90729,3,2,6,6,6
90729,4,99,,,
90729,5,99,,,
90729,6,99,,,
90734,1,2,15,15,15
90734,2,2,3,3,6
90734,3,99,,,
90734,4,99,,,
90734,5,99,,,
90734,6,99,,,
90735,1,2,6,3,3
90735,2,2,15,15,15
90735,3,2,9,9,9
90735,4,2,6,6,6
90735,5,2,3,3,6
90735,6,99,,,
90737,1,3,9,9,9
90737,2,3,9,9,9
90737,3,3,9,9,12
90737,4,99,,,
90737,5,99,,,
90737,6,99,,,
90739,1,1,9,6,6
90739,2,1,3,3,6
90739,3,1,12,12,15
90739,4,99,,,
90739,5,99,,,
90739,6,99,,,
90749,1,2,12,12,12
90749,2,2,6,6,9
90749,3,2,12,12,12
90749,4,99,,,
90749,5,99,,,
90749,6,99,,,
90765,1,4,6,6,6
90765,2,99,,,
90765,3,99,,,
90765,4,99,,,
90765,5,99,,,
90765,6,99,,,
90766,1,1,6,6,6
90766,2,1,15,15,15
90766,3,1,15,15,18
90766,4,1,12,12,12
90766,5,1,9,9,12
90766,6,100,,,
90767,1,4,12,12,12
90767,2,4,6,6,6
90767,3,4,3,3,3
90767,4,4,15,12,12
90767,5,4,15,15,15
90767,6,100,,,
90768,1,3,12,12,12
90768,2,3,3,3,3
90768,3,3,12,12,12
90768,4,3,9,9,9
90768,5,100,,,
90768,6,100,,,
90781,1,2,3,3,3
90781,2,2,6,6,6
90781,3,2,9,9,9
90781,4,2,6,6,9
90781,5,100,,,
90781,6,100,,,
90783,1,4,18,12,12
90783,2,4,18,15,15
90783,3,4,18,18,18
90783,4,4,15,15,15
90783,5,101,,,
90783,6,101,,,
90790,1,2,6,3,6
90790,2,2,15,15,15
90790,3,2,3,3,3
90790,4,2,9,9,9
90790,5,99,,,
90790,6,99,,,
90791,1,2,18,15,15
90791,2,2,18,18,18
90791,3,2,18,18,18
90791,4,101,,,
90791,5,101,,,
90791,6,101,,,
90798,1,4,12,12,12
90798,2,4,15,15,15
90798,3,4,12,12,12
90798,4,4,6,6,6
90798,5,4,3,3,6
90798,6,100,,,
90807,1,4,6,6,6
90807,2,4,12,12,12
90807,3,4,15,12,12
90807,4,4,3,3,3
90807,5,4,15,15,15
90807,6,4,9,9,12
90813,1,2,3,3,6
90813,2,2,15,15,15
90813,3,2,15,15,18
90813,4,100,,,
90813,5,100,,,
90813,6,100,,,
90815,1,2,12,12,12
90815,2,2,6,6,6
90815,3,2,6,6,9
90815,4,2,15,15,15
90815,5,2,3,3,3
90815,6,99,,,
90817,1,1,9,9,12
90817,2,1,9,9,9
90817,3,1,15,15,15
90817,4,1,12,12,12
90817,5,1,6,6,6
90817,6,100,,,
90820,1,2,9,9,9
90820,2,2,9,9,12
90820,3,2,6,6,6
90820,4,2,9,9,9
90820,5,2,9,9,9
90820,6,99,,,
90823,1,2,12,12,12
90823,2,2,6,6,6
90823,3,2,15,15,15
90823,4,2,15,15,15
90823,5,2,6,6,6
90823,6,100,,,
90857,1,4,15,15,15
90857,2,4,9,9,9
90857,3,4,9,9,9
90857,4,4,15,15,15
90857,5,4,6,6,6
90857,6,99,,,
90862,1,1,6,6,9
90862,2,1,9,9,12
90862,3,1,3,3,3
90862,4,1,15,15,15
90862,5,1,3,3,6
90862,6,1,15,15,18
90864,1,3,12,12,12
90864,2,3,15,15,18
90864,3,100,,,
90864,4,100,,,
90864,5,100,,,
90864,6,100,,,
90866,1,3,15,12,12
90866,2,3,6,6,6
90866,3,3,12,9,12
90866,4,3,12,12,12
90866,5,3,3,3,6
90866,6,99,,,
90890,1,1,15,12,12
90890,2,1,12,12,12
90890,3,1,6,6,6
90890,4,1,12,12,12
90890,5,1,3,3,3
90890,6,99,,,
90903,1,2,9,9,9
90903,2,2,15,15,18
90903,3,100,,,
90903,4,100,,,
90903,5,100,,,
90903,6,100,,,
90910,1,1,3,0,0
90910,2,1,15,15,15
90910,3,1,6,6,6
90910,4,100,,,
90910,5,100,,,
90910,6,100,,,
90923,1,4,12,12,12
90923,2,4,3,3,3
90923,3,4,12,12,12
90923,4,4,15,15,18
90923,5,4,12,12,12
90923,6,99,,,
90924,1,2,6,6,6
90924,2,2,15,15,15
90924,3,2,3,3,6
90924,4,2,6,6,6
90924,5,99,,,
90924,6,99,,,
90931,1,3,12,9,9
90931,2,3,6,3,3
90931,3,3,9,6,9
90931,4,2,12,12,15
90931,5,2,3,3,3
90931,6,99,,,
90935,1,4,15,15,15
90935,2,100,,,
90935,3,100,,,
90935,4,100,,,
90935,5,100,,,
90935,6,100,,,
90951,1,4,12,12,12
90951,2,99,,,
90951,3,99,,,
90951,4,99,,,
90951,5,99,,,
90951,6,99,,,
90955,1,4,18,18,18
90955,2,4,18,18,18
90955,3,4,18,15,15
90955,4,101,,,
90955,5,101,,,
90955,6,101,,,
90961,1,1,6,6,9
90961,2,1,3,3,3
90961,3,1,15,15,15
90961,4,1,15,15,15
90961,5,1,9,9,9
90961,6,99,,,
90975,1,2,15,12,12
90975,2,2,9,9,9
90975,3,2,9,9,9
90975,4,99,,,
90975,5,99,,,
90975,6,99,,,
90978,1,1,3,3,3
90978,2,1,6,6,6
90978,3,1,15,15,15
90978,4,1,12,12,12
90978,5,1,3,3,3
90978,6,99,,,
90979,1,4,3,3,3
90979,2,4,6,6,9
90979,3,4,6,6,6
90979,4,4,9,9,12
90979,5,99,,,
90979,6,99,,,
90984,1,1,15,15,15
90984,2,1,9,9,9
90984,3,99,,,
90984,4,99,,,
90984,5,99,,,
90984,6,99,,,
90986,1,3,9,9,9
90986,2,3,6,6,6
90986,3,3,15,15,15
90986,4,3,9,9,12
90986,5,99,,,
90986,6,99,,,
90987,1,3,18,18,18
90987,2,3,18,18,18
90987,3,101,,,
90987,4,101,,,
90987,5,101,,,
90987,6,101,,,
90993,1,4,9,9,9
90993,2,4,12,12,12
90993,3,4,12,12,12
90993,4,100,,,
90993,5,100,,,
90993,6,100,,,
91006,1,2,3,3,3
91006,2,2,6,6,6
91006,3,99,,,
91006,4,99,,,
91006,5,99,,,
91006,6,99,,,
91012,1,2,12,12,12
91012,2,2,15,15,15
91012,3,2,6,6,6
91012,4,2,12,12,12
91012,5,100,,,
91012,6,100,,,
91015,1,4,9,9,9
91015,2,4,9,9,12
91015,3,4,15,15,15
91015,4,4,3,3,3
91015,5,99,,,
91015,6,99,,,
91032,1,4,9,9,9
91032,2,100,,,
91032,3,100,,,
91032,4,100,,,
91032,5,100,,,
91032,6,100,,,
91033,1,1,15,15,15
91033,2,1,3,3,6
91033,3,1,6,6,6
91033,4,1,3,3,3
91033,5,1,15,15,15
91033,6,1,3,3,3
91037,1,2,12,12,12
91037,2,2,6,6,6
91037,3,2,12,12,12
91037,4,99,,,
91037,5,99,,,
91037,6,99,,,
91041,1,2,3,3,3
91041,2,2,3,3,3
91041,3,2,6,6,9
91041,4,2,6,6,9
91041,5,2,12,12,15
91041,6,2,15,15,15
91049,1,4,12,12,12
91049,2,4,3,3,3
91049,3,4,9,9,9
91049,4,4,15,15,15
91049,5,100,,,
91049,6,100,,,
91056,1,2,3,3,3
91056,2,2,6,6,6
91056,3,2,3,3,3
91056,4,99,,,
91056,5,99,,,
91056,6,99,,,
91058,1,1,15,15,15
91058,2,1,9,9,9
91058,3,1,12,12,12
91058,4,99,,,
91058,5,99,,,
91058,6,99,,,
91060,1,4,12,12,15
91060,2,4,15,15,15
91060,3,4,6,6,6
91060,4,4,9,9,9
91060,5,4,15,15,15
91060,6,99,,,
91064,1,4,12,12,12
91064,2,4,3,3,3
91064,3,99,,,
91064,4,99,,,
91064,5,99,,,
91064,6,99,,,
91068,1,2,12,12,15
91068,2,2,15,15,18
91068,3,2,12,12,12
91068,4,2,15,15,15
91068,5,100,,,
91068,6,100,,,
91082,1,3,15,15,15
91082,2,3,15,15,15
91082,3,3,3,3,3
91082,4,3,12,12,12
91082,5,3,12,12,12
91082,6,99,,,
91087,1,1,12,12,15
91087,2,1,12,12,12
91087,3,1,6,6,9
91087,4,1,9,6,6
91087,5,1,3,3,6
91087,6,99,,,
91089,1,3,6,6,6
91089,2,3,6,6,6
91089,3,3,3,3,3
91089,4,3,3,3,3
91089,5,99,,,
91089,6,99,,,
91091,1,4,9,9,9
91091,2,4,15,15,15
91091,3,4,3,3,3
91091,4,99,,,
91091,5,99,,,
91091,6,99,,,
91092,1,3,12,12,12
91092,2,3,9,9,12
91092,3,3,15,12,15
91092,4,2,15,9,9
91092,5,2,9,9,12
91092,6,101,,,
91096,1,4,15,15,15
91096,2,4,3,3,6
91096,3,4,3,3,3
91096,4,4,15,15,15
91096,5,4,12,12,12
91096,6,100,,,
91100,1,2,3,3,3
91100,2,99,,,
91100,3,99,,,
91100,4,99,,,
91100,5,99,,,
91100,6,99,,,
91102,1,1,9,6,6
91102,2,1,15,15,15
91102,3,100,,,
91102,4,100,,,
91102,5,100,,,
91102,6,100,,,
91103,1,2,6,6,6
91103,2,2,15,15,15
91103,3,2,15,15,18
91103,4,99,,,
91103,5,99,,,
91103,6,99,,,
91118,1,1,15,12,15
91118,2,1,15,15,15
91118,3,1,3,3,3
91118,4,1,9,6,6
91118,5,1,9,9,9
91118,6,99,,,
91121,1,4,6,6,6
91121,2,4,3,3,3
91121,3,4,6,6,6
91121,4,99,,,
91121,5,99,,,
91121,6,99,,,
91125,1,2,12,12,12
91125,2,2,15,15,15
91125,3,2,9,9,9
91125,4,2,12,12,12
91125,5,2,12,12,12
91125,6,100,,,
91127,1,4,9,9,9
91127,2,4,3,3,3
91127,3,99,,,
91127,4,99,,,
91127,5,99,,,
91127,6,99,,,
91130,1,2,6,6,6
91130,2,2,3,3,6
91130,3,100,,,
91130,4,100,,,
91130,5,100,,,
91130,6,100,,,
91135,1,3,18,18,18
91135,2,3,18,18,21
91135,3,101,,,
91135,4,101,,,
91135,5,101,,,
91135,6,101,,,
91137,1,4,12,12,15
91137,2,4,6,6,6
91137,3,99,,,
91137,4,99,,,
91137,5,99,,,
91137,6,99,,,
91144,1,2,6,6,6
91144,2,2,6,6,6
91144,3,99,,,
91144,4,99,,,
91144,5,99,,,
91144,6,99,,,
91146,1,2,3,3,6
91146,2,2,9,9,9
91146,3,2,15,15,15
91146,4,100,,,
91146,5,100,,,
91146,6,100,,,
91152,1,2,3,0,3
91152,2,2,6,6,6
91152,3,2,12,12,15
91152,4,99,,,
91152,5,99,,,
91152,6,99,,,
91163,1,1,6,6,6
91163,2,1,15,15,15
91163,3,1,9,9,9
91163,4,99,,,
91163,5,99,,,
91163,6,99,,,
91186,1,3,9,9,9
91186,2,3,15,15,18
91186,3,3,3,3,3
91186,4,3,15,15,18
91186,5,3,3,3,3
91186,6,99,,,
91190,1,1,3,3,3
91190,2,1,6,6,6
91190,3,100,,,
91190,4,100,,,
91190,5,100,,,
91190,6,100,,,
91194,1,2,6,6,9
91194,2,2,9,9,9
91194,3,2,9,9,9
91194,4,99,,,
91194,5,99,,,
91194,6,99,,,
91195,1,2,15,15,15
91195,2,2,15,15,15
91195,3,2,6,6,6
91195,4,2,9,9,9
91195,5,2,3,3,6
91195,6,99,,,
91203,1,1,12,12,15
91203,2,1,6,6,6
91203,3,1,15,15,15
91203,4,1,15,15,15
91203,5,99,,,
91203,6,99,,,
91205,1,1,9,9,9
91205,2,1,12,12,12
91205,3,1,15,15,15
91205,4,1,3,3,6
91205,5,100,,,
91205,6,100,,,
91211,1,1,9,9,9
91211,2,1,6,6,6
91211,3,1,3,3,3
91211,4,1,12,12,15
91211,5,99,,,
91211,6,99,,,
91212,1,1,3,3,3
91212,2,1,6,6,6
91212,3,1,6,6,9
91212,4,100,,,
91212,5,100,,,
91212,6,100,,,
91214,1,1,6,3,3
91214,2,99,,,
91214,3,99,,,
91214,4,99,,,
91214,5,99,,,
91214,6,99,,,
91218,1,4,3,3,3
91218,2,4,3,3,3
91218,3,99,,,
91218,4,99,,,
91218,5,99,,,
91218,6,99,,,
91225,1,4,12,12,12
91225,2,4,12,12,15
91225,3,4,3,3,3
91225,4,4,12,12,12
91225,5,99,,,
91225,6,99,,,
91227,1,2,6,6,6
91227,2,2,3,3,6
91227,3,2,3,3,3
91227,4,2,6,6,6
91227,5,99,,,
91227,6,99,,,
91229,1,1,3,3,3
91229,2,1,12,12,12
91229,3,1,6,6,6
91229,4,1,9,9,9
91229,5,1,12,12,15
91229,6,99,,,
91230,1,4,6,6,6
91230,2,4,3,3,3
91230,3,4,12,12,12
91230,4,4,6,6,6
91230,5,4,15,15,15
91230,6,99,,,
91233,1,1,3,3,6
91233,2,1,6,6,6
91233,3,1,9,9,9
91233,4,1,12,12,12
91233,5,99,,,
91233,6,99,,,
91236,1,2,15,15,18
91236,2,2,3,3,3
91236,3,99,,,
91236,4,99,,,
91236,5,99,,,
91236,6,99,,,
91244,1,4,6,6,6
91244,2,4,12,12,12
91244,3,99,,,
91244,4,99,,,
91244,5,99,,,
91244,6,99,,,
91249,1,4,12,9,9
91249,2,4,12,12,12
91249,3,4,3,3,3
91249,4,4,12,12,12
91249,5,100,,,
91249,6,100,,,
91253,1,2,9,9,9
91253,2,2,3,3,6
91253,3,2,15,15,18
91253,4,2,9,9,12
91253,5,99,,,
91253,6,99,,,
91255,1,2,9,9,9
91255,2,2,12,12,12
91255,3,2,9,9,9
91255,4,2,3,3,3
91255,5,2,9,9,9
91255,6,99,,,
91261,1,2,9,9,9
91261,2,2,12,12,15
91261,3,2,15,15,15
91261,4,2,6,6,6
91261,5,99,,,
91261,6,99,,,
91266,1,4,3,3,3
91266,2,4,6,6,6
91266,3,4,12,12,12
91266,4,100,,,
91266,5,100,,,
91266,6,100,,,
91278,1,2,9,9,9
91278,2,2,12,12,12
91278,3,2,6,6,6
91278,4,2,9,9,9
91278,5,2,9,9,9
